15616	17515	18583	19115	19477	19770	19961	20134	20281	20443	20544	20641	20723	20794	20858	20928	20981	21030	21080	21131	21171	21220	21254	21283	21326	21358	
15500	17680	18508	19065	19436	19772	19984	20170	20312	20441	20546	20646	20721	20793	20862	20925	20979	21035	21080	21128	21171	21218	21259	21300	21330	21358	
15683	17604	18443	18999	19371	19628	19858	20032	20191	20324	20452	20538	20639	20734	20825	20887	20945	21001	21056	21106	21157	21202	21240	21274	21326	21358	
15683	17668	18562	19097	19499	19769	19980	20133	20287	20437	20518	20626	20705	20794	20848	20921	20981	21033	21086	21135	21182	21219	21257	21289	21321	21358	
15644	17490	18337	18998	19409	19722	19952	20121	20288	20420	20563	20648	20726	20803	20879	20933	20990	21041	21084	21136	21179	21217	21252	21304	21327	21358	
15508	17569	18590	19112	19463	19732	19967	20130	20251	20403	20514	20615	20702	20771	20855	20913	20978	21023	21063	21112	21163	21207	21262	21297	21333	21358	
15763	17750	18588	19055	19447	19731	19957	20101	20263	20376	20496	20595	20687	20759	20849	20915	20970	21032	21075	21109	21151	21201	21251	21289	21329	21358	
15483	17547	18443	19038	19482	19728	19969	20156	20274	20374	20509	20603	20701	20782	20842	20882	20954	21002	21067	21117	21167	21212	21257	21289	21326	21358	
15683	17640	18557	19081	19426	19733	19941	20119	20269	20403	20509	20593	20674	20765	20848	20911	20973	21026	21061	21101	21152	21201	21258	21285	21321	21358	
15264	17656	18513	19076	19494	19739	19984	20165	20305	20439	20550	20656	20753	20823	20893	20950	21005	21051	21112	21158	21198	21236	21262	21288	21327	21358	
15483	17446	18471	19028	19425	19708	19936	20185	20319	20446	20554	20653	20740	20813	20881	20943	20997	21050	21092	21137	21181	21219	21254	21297	21330	21358	
15530	17378	18373	18913	19341	19608	19879	20051	20195	20340	20478	20587	20677	20762	20838	20901	20983	21039	21098	21139	21185	21219	21261	21290	21317	21358	
15468	17496	18419	19016	19478	19744	19954	20186	20309	20463	20544	20633	20724	20801	20880	20932	20987	21040	21093	21145	21182	21229	21264	21296	21334	21358	
15763	17679	18517	19062	19413	19706	19910	20105	20298	20451	20543	20609	20688	20778	20858	20923	20985	21046	21094	21134	21177	21207	21243	21287	21328	21358	
15385	17640	18478	18991	19378	19644	19898	20095	20245	20403	20530	20649	20726	20826	20894	20948	20996	21048	21092	21130	21171	21217	21248	21286	21322	21358	
15683	17480	18342	18927	19330	19620	19869	20085	20232	20364	20465	20587	20662	20776	20847	20888	20944	21002	21056	21106	21147	21194	21237	21282	21320	21358	
15582	17496	18442	18987	19372	19662	19934	20087	20268	20409	20518	20619	20696	20781	20834	20881	20947	21010	21054	21098	21139	21197	21246	21281	21321	21358	
15508	17528	18427	19012	19518	19790	20001	20172	20313	20455	20575	20665	20743	20812	20868	20923	20991	21043	21088	21126	21164	21201	21255	21294	21327	21358	
15385	17557	18459	19098	19467	19718	19947	20135	20286	20419	20531	20606	20685	20769	20843	20915	20988	21033	21076	21110	21153	21197	21248	21286	21323	21358	
15561	17647	18501	19009	19352	19633	19865	20034	20294	20419	20536	20627	20711	20792	20850	20917	20972	21024	21076	21115	21157	21207	21254	21294	21326	21358	
15763	17616	18449	19068	19466	19737	19970	20160	20299	20424	20511	20616	20690	20790	20869	20920	20995	21052	21104	21151	21192	21229	21267	21297	21337	21358	
15468	17497	18401	18955	19365	19703	19972	20146	20308	20424	20525	20626	20698	20772	20839	20896	20966	21013	21082	21121	21170	21223	21258	21286	21327	21358	
15763	17682	18584	19083	19439	19737	19939	20172	20317	20431	20556	20658	20726	20803	20882	20928	20994	21045	21093	21131	21177	21226	21257	21294	21329	21358	
15508	17437	18337	18936	19318	19662	19917	20080	20246	20365	20461	20574	20677	20761	20863	20920	20965	21029	21078	21120	21175	21216	21259	21304	21327	21358	
15485	17504	18454	19086	19478	19726	19933	20149	20279	20391	20497	20638	20729	20814	20885	20953	21005	21066	21109	21155	21201	21237	21271	21307	21328	21358	
15582	17546	18619	19201	19541	19824	20033	20186	20323	20435	20554	20638	20725	20791	20858	20913	20951	21008	21048	21107	21149	21188	21230	21282	21322	21358	
15496	17522	18503	19097	19526	19797	19999	20149	20261	20415	20532	20617	20693	20773	20840	20912	20967	21025	21091	21139	21185	21218	21254	21285	21321	21358	
15485	17492	18456	19029	19416	19722	19943	20202	20349	20478	20584	20672	20737	20811	20880	20944	21003	21048	21092	21138	21190	21224	21249	21296	21329	21358	
15514	17526	18403	18973	19383	19638	19871	20070	20222	20377	20507	20595	20659	20720	20787	20866	20934	20999	21059	21099	21163	21207	21252	21290	21329	21358	
15468	17497	18401	19000	19326	19681	19886	20122	20302	20416	20525	20632	20716	20797	20865	20932	20982	21036	21082	21124	21166	21214	21252	21280	21326	21358	
15555	17483	18447	18988	19361	19644	19925	20125	20250	20375	20500	20607	20692	20765	20832	20895	20964	21044	21094	21136	21176	21221	21258	21293	21326	21358	
15440	17677	18597	19127	19448	19706	19917	20128	20252	20367	20551	20662	20733	20804	20862	20928	20984	21034	21083	21126	21174	21229	21263	21291	21326	21358	
15763	17577	18493	19183	19526	19786	20035	20202	20344	20456	20563	20666	20739	20809	20877	20945	20991	21045	21106	21153	21196	21230	21252	21291	21328	21358	
15608	17663	18545	19180	19540	19783	20018	20187	20328	20432	20528	20620	20702	20769	20828	20897	20966	21012	21063	21119	21169	21216	21245	21282	21322	21358	
15519	17576	18554	19160	19555	19817	20003	20169	20311	20434	20542	20633	20715	20806	20865	20916	20965	21014	21065	21111	21152	21197	21232	21278	21317	21358	
15763	17631	18541	19039	19438	19751	19941	20133	20275	20396	20485	20612	20693	20777	20860	20950	21007	21058	21110	21157	21197	21235	21275	21307	21331	21358	
15645	17590	18475	19059	19447	19726	19961	20102	20299	20430	20548	20640	20714	20791	20835	20917	20984	21033	21087	21130	21172	21230	21261	21294	21330	21358	
15616	17557	18463	19075	19442	19712	19962	20173	20340	20474	20569	20669	20761	20815	20878	20932	20987	21045	21087	21125	21171	21213	21255	21288	21329	21358	
15623	17598	18446	18974	19426	19701	19925	20156	20316	20450	20557	20648	20746	20818	20876	20944	20991	21043	21091	21131	21170	21217	21253	21289	21316	21358	
15763	17679	18517	19038	19424	19692	19909	20104	20303	20417	20551	20664	20733	20803	20865	20909	20980	21033	21088	21142	21189	21226	21257	21294	21327	21358	
15645	17557	18436	18964	19340	19672	19872	20068	20244	20410	20516	20634	20719	20811	20878	20934	20980	21036	21097	21150	21191	21229	21268	21299	21337	21358	
15538	17573	18568	19140	19502	19773	20010	20185	20313	20476	20579	20660	20741	20805	20873	20923	20977	21031	21095	21134	21179	21216	21256	21291	21329	21358	
15500	17555	18494	19071	19434	19687	19902	20079	20225	20367	20470	20558	20656	20736	20844	20917	20967	21037	21096	21138	21179	21227	21271	21301	21334	21358	
15763	17724	18506	19044	19423	19703	19942	20144	20304	20453	20559	20629	20709	20782	20844	20901	20961	21017	21064	21123	21168	21210	21250	21277	21322	21358	
15266	17415	18383	19092	19541	19807	19979	20163	20300	20422	20551	20640	20729	20802	20877	20943	21008	21061	21106	21157	21198	21236	21261	21297	21329	21358	
15440	17677	18520	19094	19464	19696	19889	20069	20238	20368	20528	20614	20731	20798	20858	20908	20974	21028	21082	21140	21168	21206	21243	21285	21326	21358	
15608	17509	18440	19036	19425	19740	19967	20145	20288	20402	20509	20626	20704	20787	20876	20940	20987	21043	21093	21136	21189	21216	21246	21288	21323	21358	
15514	17512	18463	19043	19433	19723	19955	20148	20304	20438	20545	20639	20709	20789	20853	20925	20970	21024	21071	21102	21143	21183	21242	21282	21316	21358	
15530	17455	18467	18998	19400	19699	19952	20141	20278	20417	20523	20622	20714	20811	20880	20942	21007	21060	21120	21161	21204	21242	21276	21297	21333	21358	
15485	17547	18511	19041	19405	19684	19935	20110	20331	20463	20583	20665	20748	20824	20898	20960	21010	21063	21107	21140	21182	21215	21257	21293	21326	21358	
15530	17724	18598	19094	19440	19710	19909	20109	20265	20442	20556	20624	20717	20786	20848	20914	20986	21044	21096	21126	21161	21199	21241	21285	21318	21358	
15555	17502	18429	19063	19453	19734	19962	20114	20272	20400	20529	20629	20735	20806	20876	20940	20990	21038	21088	21136	21185	21217	21252	21303	21326	21358	
15514	17505	18531	19102	19453	19723	19947	20130	20306	20423	20522	20603	20693	20751	20829	20916	20984	21052	21094	21138	21180	21224	21265	21289	21322	21358	
15582	17555	18525	19075	19450	19701	19920	20098	20274	20412	20523	20611	20690	20766	20853	20923	20967	21021	21086	21130	21180	21224	21270	21305	21326	21358	
15763	17598	18542	19076	19409	19682	19903	20076	20219	20343	20470	20587	20667	20777	20833	20906	20957	21008	21066	21095	21159	21201	21241	21289	21321	21358	
15538	17514	18478	19009	19383	19714	19934	20132	20334	20469	20581	20669	20758	20826	20897	20959	21010	21054	21103	21145	21185	21223	21260	21305	21329	21358	
15385	17522	18490	19053	19428	19697	19909	20103	20282	20392	20493	20610	20702	20778	20830	20896	20957	21016	21059	21108	21176	21212	21256	21294	21331	21358	
15763	17621	18486	19011	19518	19761	19958	20156	20292	20401	20507	20598	20692	20758	20831	20914	20985	21035	21089	21144	21172	21207	21240	21292	21322	21358	
15695	17661	18546	19039	19402	19683	19936	20117	20268	20385	20473	20554	20703	20770	20847	20911	20975	21036	21092	21134	21173	21215	21247	21287	21316	21358	
15695	17590	18404	18936	19351	19669	19916	20126	20276	20395	20491	20607	20688	20782	20847	20956	21012	21059	21112	21151	21188	21230	21271	21298	21331	21358	
15582	17557	18522	19030	19401	19700	19991	20190	20331	20452	20552	20634	20732	20830	20898	20967	21017	21073	21113	21161	21202	21240	21275	21299	21331	21358	
15695	17488	18495	19033	19391	19661	19843	20062	20283	20414	20518	20618	20708	20777	20859	20911	20968	21034	21097	21147	21187	21237	21277	21301	21326	21358	
15561	17606	18518	19074	19457	19745	19945	20115	20235	20360	20488	20590	20673	20745	20827	20892	20950	21010	21069	21123	21168	21204	21260	21289	21329	21358	
15561	17561	18558	19091	19486	19788	19977	20151	20292	20402	20504	20646	20710	20818	20884	20947	21007	21051	21094	21138	21181	21228	21266	21299	21328	21358	
