NAM,B73,B97,CML103,CML228,CML247,CML277,CML322,CML333,CML52,CML69,HP301,Il14H,Ki11,Ki3,Ky21,M162W,M37W,Mo18W,Ms71,NC350,NC358,Oh43,Oh7B,P39,Tx303,Tzi8
gff_intersect_replace,75,77,75,74,75,74,74,74,75,74,74,74,74,74,74,91,55,74,77,75,74,57,74,74,74,74
