window	Na	N0	Nb	Bt	musv	sfs1shape	sfs1mean	sfs2shape	sfs2mean
104	1000	5096	62	67	5.9584610950017524e-08	102.87555885076736	0.0026540866566742943	103.79072362248355	0.09710117873759724
104	1000	5294	63	67	2.8230563842141093e-08	86.98553796735096	0.003704332907048871	65.75725192920684	0.1068946660306201
104	1000	5475	95	67	2.0995968429234824e-08	99.20095117216715	0.0019925825651087715	31.82347870350009	0.0808450386983718
104	1000	5505	63	67	8.947550938835155e-09	64.5643344705054	0.0016648065679988418	108.2876419023145	0.04135359022731699
104	1000	5617	33	67	2.5196085172139366e-08	73.27734103169365	0.002041665724396416	28.475779940099322	0.07188588204543042
104	1000	5663	37	67	3.462132475693029e-08	107.40700696097255	0.0017355479785509337	78.01203782315041	0.08471256407914407
104	1000	5751	20	67	2.005199260181207e-08	86.48856314562622	0.0020820752783782576	29.42538528171361	0.06691579332060978
104	1000	5793	101	67	4.4340988697293056e-08	70.5870281026872	0.002733838014020521	90.50552403195371	0.09658924861145816
104	1000	5877	30	67	5.085886393910171e-08	76.02502162838852	0.002504897492822753	35.081121916226046	0.09920121497916852
104	1000	5947	98	67	1.9091690110124792e-08	17.067766012713175	0.055767348362978635	41.10848501865338	0.08637680045784843
104	1000	6237	31	67	1.6917593400973673e-08	80.87619662751086	0.0009707871611652945	70.54513348099255	0.08307957828962331
104	1000	6552	32	67	7.733537469616003e-09	25.48630191005603	0.010063966954808077	85.92348064219088	0.049518093767797366
104	1000	8243	34	67	1.1414034913778147e-09	67.17240247433	0.006027128553131485	95.41157484316099	0.023928010974487327
105	1000	11388	214	67	3.850559680649187e-08	2.7114611992293964	0.06965900231598822	21.38771642848778	0.07981369303351482
105	1000	12217	50	67	2.7907923527985857e-08	71.67423637559745	0.0015193754823943561	95.81756503623308	0.08291320810051847
105	1000	1313	78	67	6.952333102351058e-08	83.08279344734021	0.005711561297560737	95.93091657750344	0.0537878653487847
105	1000	1348	561	67	7.547129243615022e-08	43.07850646481478	0.004502525983302518	86.89169163568472	0.05035124439560767
105	1000	1478	72	67	7.760522722846348e-08	24.539640035702988	0.0016174887727136795	95.72527462722893	0.05869925737970886
105	1000	1483	31	67	3.2457486155468696e-08	12.963423968900518	0.002361121644652871	35.064590291913795	0.06797451012354565
105	1000	1539	293	67	5.981164291982801e-08	5.206447655804352	0.00646842826338386	90.17003557580007	0.05282016136675679
105	1000	15465	240	67	2.6773190584948892e-08	24.024809374642683	0.0011992281931067993	61.38707524490789	0.05077172160134175
105	1000	2062	154	67	6.207080347760317e-08	33.28431960780134	0.0005570257626939415	55.4193849651022	0.07382028195786809
105	1000	2296	410	67	2.751372108894608e-08	65.09009369819024	0.0019392171853149052	29.39775232788947	0.05797301607300809
105	1000	2898	810	67	5.6890243722957036e-08	88.57454238252907	0.0011654425890005179	10.080610204869528	0.10065430414394892
105	1000	3172	904	67	2.214509195628528e-08	23.138023629607254	0.0009329505665394408	95.82306187224279	0.0414960232215651
105	1000	3506	41	67	3.0504872045396936e-08	42.61336079118952	0.0002523372650787604	45.60806102933531	0.026632083447082046
105	1000	3534	43	67	5.055875580639911e-08	0.6309584339005556	0.001591167925890308	3.5975963369953483	0.09701466978725534
105	1000	3588	57	67	4.840556950591556e-08	16.736835636825756	0.00159500315311785	62.46537273555379	0.09887958026274464
105	1000	4884	321	67	5.673351913657625e-08	57.527439643878346	0.003281416160250675	30.167038688619513	0.04813482052342349
105	1000	6342	67	67	1.4313691019431147e-08	53.53755914971496	0.0032162784300872947	27.554805380361554	0.06735957815190646
105	1000	7076	20	67	5.106327082027392e-09	86.83817449480696	0.001908201091948023	89.51931130222384	0.02512524884775753
105	1000	929	545	67	5.521197251961536e-08	72.81465719638138	0.0010396220378379468	22.113173034719072	0.07079630514636115
105	1000	973	384	67	5.5030867458076105e-08	80.15136562143907	0.002242700497641786	70.6805284655796	0.08477178562562375
106	1000	1344	508	67	2.0986807826001135e-08	7.615629041003015	0.029451756601554437	63.45151901483719	0.06279566574795738
106	1000	1353	336	67	2.1240247746793516e-08	42.272533263713676	0.023441305448539874	36.292499682148254	0.08040941376963355
106	1000	1915	243	67	1.3583917260126183e-08	14.083630252818928	0.017039385867028682	6.463621545160935	0.0722952203569536
106	1000	2059	229	67	5.2788244577500215e-08	60.03610069285714	0.01876781052625199	57.36628874081359	0.07727078649984691
106	1000	2067	272	67	3.3553431616900588e-09	37.4282611773349	0.020711176127530352	40.34750259917473	0.04793189571481156
106	1000	2091	639	67	4.478786366180305e-08	5.9500155173018845	0.01746173184684157	86.06549925170559	0.07507515475641872
106	1000	2138	704	67	1.0862818971478433e-08	41.870442926180345	0.02092904926474044	36.355273898247816	0.013230969449449662
106	1000	2147	349	67	6.56192046583249e-08	7.589733511606111	0.022704110315911158	56.27423492789548	0.07872064405075108
106	1000	2156	168	67	2.464623352285405e-08	26.94776626211512	0.019908103991098724	55.8030746602952	0.08807550718973246
106	1000	2263	686	67	6.718451203928897e-09	27.43839721807174	0.01717805116323031	61.91145567254937	0.029312924764352363
106	1000	2510	285	67	7.184217314199975e-08	69.98303459615245	0.01883476895305788	97.59668728725329	0.07307875035701551
106	1000	2927	274	67	4.967314129976621e-09	43.61874249951138	0.021513027887454867	53.0321734229295	0.013516699169477672
106	1000	3131	433	67	3.1547510642114406e-09	14.034694757594465	0.018363412733723057	7.157110200259115	0.01232925379348508
106	1000	3189	248	67	5.257360765982912e-08	28.264224230793747	0.01875746194900496	82.46261892092592	0.042766738203498536
106	1000	3194	430	67	5.3643537380632924e-08	66.08437202281901	0.022195827223564082	78.17117914879043	0.08231562386948492
106	1000	3209	180	67	3.6701088740712115e-08	38.664420470336616	0.018990532825346355	42.937604714790794	0.054435476262746765
106	1000	3232	254	67	4.3444810049481e-08	24.948879520597533	0.01815214812715209	88.28185003138363	0.08592175977741846
106	1000	3388	398	67	6.631193195096897e-08	68.82416359356576	0.01802676267960429	50.57927772571855	0.04705610971984178
106	1000	3502	254	67	1.447565908812411e-08	49.542492040457475	0.021943951058600742	85.82758661462532	0.08329324356093934
106	1000	5847	278	67	2.8191818494182444e-08	54.32731587172556	0.02283793901985311	72.31292845464367	0.08765117320839212
107	1000	10772	27	67	5.880578988021285e-09	17.339582572493562	0.0012569594280373794	61.132033802824274	0.006832095851242122
107	1000	1646	58	67	2.9224481703567873e-09	62.54361106665368	0.0007862203997024985	78.94320058738491	0.008882668955052762
107	1000	2012	279	67	5.294007619265015e-09	85.50254651105945	0.0006850743022466982	31.840050956180054	0.12580778488427227
107	1000	2163	451	67	1.875526220763336e-08	30.89129224501533	3.6075446871687985e-05	3.5559101966918636	0.05941599332213534
107	1000	2316	124	67	2.6230661451696153e-09	43.76307313520442	0.0003769223621486036	62.048332437471934	0.007880769265344189
107	1000	2343	119	67	5.378930473758296e-09	59.21814105777794	0.0010002546373007266	79.26923851602808	0.01346167947930068
107	1000	2481	120	67	2.9531840186521762e-09	72.52430347737256	0.0001802280577561426	24.200470444205322	0.008948115994471114
107	1000	2525	111	67	7.354537139351711e-09	4.376657131327152	0.00013035164773830886	44.92870762002189	0.05037077711006268
107	1000	2708	70	67	4.941456750711216e-09	91.40008381767716	0.0008205244704898671	25.109820853023066	0.037848926784966964
107	1000	2761	32	67	4.807888780938067e-09	61.48186846302894	0.00034162154367752034	0.8754539482738133	0.001482868890829362
107	1000	2949	66	67	3.973925750961327e-09	17.01922325215298	0.0009148902337967008	34.851841336312084	0.023238525954192284
107	1000	3381	24	67	4.780546248993974e-09	62.360731578344115	0.0007628588191260897	22.308329583280653	0.14966342140202638
107	1000	3727	75	67	1.5363748835832732e-09	36.785849605217656	0.00047379207309135286	68.88143394150698	0.01634055971670839
107	1000	3954	51	67	5.2303886819470505e-09	50.93954530783662	0.0007839162803160864	62.46671892406406	0.025581169975821414
107	1000	4808	98	67	3.186538562145121e-09	9.318013257315855	0.00010120704381026083	19.988329539174124	0.012752268586995323
107	1000	5062	45	67	8.945364584517171e-09	33.971671714925826	0.00023481550936038095	76.1218364957348	0.028171236874840414
107	1000	5704	92	67	8.138046861489966e-09	90.84278914527222	0.00037212783970733376	68.27677590187561	0.03235702382568033
107	1000	5942	39	67	6.250797946004856e-09	68.4566621543039	0.0007310500357667595	37.44701700131414	0.014839174420790512
107	1000	7461	45	67	5.595008173641233e-09	73.9857562971788	0.00031324768177651036	71.53253886884205	0.021818410736799587
107	1000	9692	128	67	1.081603185140816e-08	21.857240430395112	4.6661535665424045e-05	56.43133557472505	0.020110664895710516
108	1000	1195	499	67	3.217316703217476e-08	37.30319875017011	0.020197438232622968	24.014912427795487	0.021891908595213533
108	1000	1540	127	67	3.2176009409797984e-08	7.258568916882178	0.004001570900160495	49.39220441801734	0.01932462149388602
108	1000	2026	157	67	3.3297813552381626e-08	92.29206049494356	0.0013601187608318355	47.09696895213514	0.04505592680752795
108	1000	2027	233	67	3.016669433001185e-08	60.3616658893671	0.0346824135273917	21.98672123805701	0.07201610814575524
108	1000	2029	769	67	3.0173409730349874e-08	54.718790623976794	0.021507322577996323	46.87527728422787	0.013953924740542314
108	1000	2043	212	67	2.481462329989204e-08	0.4133132311572175	0.07758327014990081	55.22462286376964	0.02523638455878512
108	1000	2268	143	67	3.0563174975767314e-08	30.892519159237104	0.012242094395014409	64.88174307182373	0.026430668212182703
108	1000	2269	136	67	2.6057992385819684e-08	1.126439047121938	0.0008627599422633478	40.63723245028511	0.024435096988895615
108	1000	2384	366	67	3.514511432818483e-08	103.48738089616845	0.029047598169856675	22.156164649439923	0.057098626620800966
108	1000	2421	399	67	3.200228801831073e-08	12.255586366617262	0.028349242411613174	70.14808168811648	0.015500589208784513
108	1000	2430	129	67	3.039486549141964e-08	89.558407242358	0.012751117095390924	34.79061581613098	0.027018766904611108
108	1000	2484	245	67	3.0846789456924056e-08	21.954847175594296	0.01621567063450639	24.468570569547442	0.059777357636548074
108	1000	2544	295	67	3.539094891642837e-08	84.04907939331636	0.04155597159769309	36.77230728138175	0.003579985445524843
108	1000	2675	671	67	3.332363877514129e-08	1.9730742866921576	0.09526294495325267	92.75122603517951	0.01132421152098808
108	1000	2779	279	67	3.655596603871908e-08	58.71115714702682	0.02209721245923903	71.79685107993882	0.008937175328258513
108	1000	3027	365	67	3.221864650290819e-08	61.19755192664133	0.015193823205436484	30.52972977987266	0.013603374368919305
108	1000	3108	315	67	3.137427052126131e-08	64.05738339263779	0.0025494753539397077	52.17424108361856	0.0025038449848852977
108	1000	3502	268	67	2.921742537784232e-08	84.64365379574151	0.004321669792520241	61.43698563175536	0.0087169514819087
108	1000	3593	239	67	3.1261921121483216e-08	3.1626417220963847	0.007566767784580036	65.13398040473139	0.015120555391620091
108	1000	3643	743	67	3.2173034613760044e-08	28.36403104122937	0.018082933262751604	54.143139635881326	0.008102225489799577
109	1000	1308	99	67	2.285174999672234e-09	3.517245707267916	0.012574578395706784	33.03780159674406	0.0022997989825606392
109	1000	1472	32	67	2.178151050973528e-08	5.796229485994287	0.013978160922635614	80.42218030162995	0.02725012348210927
109	1000	15117	116	67	1.2480611020958192e-08	76.87114419011134	0.009105996990032077	23.73508603794568	0.030752757247343308
109	1000	1954	182	67	1.6652547223470378e-08	13.949117940357544	0.0067165360032933105	64.46245076698851	0.009034828377180074
109	1000	2095	138	67	2.001657276720566e-08	30.743667010637697	0.008731306652025445	82.22171886184186	0.02680596248007333
109	1000	2703	80	67	1.759278747595245e-08	31.82499839608645	0.011634344309775044	28.281185241571077	0.060662012468664366
109	1000	2734	65	67	1.3772221631467628e-08	57.816997340380496	0.008835705401650608	67.85867844825103	0.033944153326274845
109	1000	305	716	67	1.0760751412033272e-08	3.963216422202483	0.008044456848522662	28.24320884756208	0.01041974116892298
109	1000	3067	83	67	2.3329273948095556e-08	58.04013479523397	0.007388340422033619	22.754943329534463	0.04188124099453819
109	1000	32	553	67	1.5102030718496867e-08	16.25976640574507	0.007881478726270881	31.71937775250917	0.01062729147005518
109	1000	391	171	67	1.8381945026987205e-08	82.36165046760094	0.008206815685510472	94.61024548103563	0.005121762020889287
109	1000	4001	61	67	1.1506368841039994e-08	15.392471078628635	0.011073512024152963	38.03284349517507	0.0065861492602346606
109	1000	426	148	67	1.529027685861232e-08	86.41477192566215	0.011531027311543473	46.53008298597918	0.04154587664465799
109	1000	5104	165	67	5.574826502986329e-09	35.9588333379111	0.0071452665815298294	99.0447762596409	0.0006186899873767505
109	1000	5333	83	67	9.143016115916867e-09	8.843270685129019	0.013276394017134577	73.05642533410756	0.0514380607385772
109	1000	566	14	67	1.957433953957944e-08	62.867566456195014	0.012011718895357107	82.07760540163423	0.0500980181595359
109	1000	648	230	67	1.290081607211078e-08	10.922775471718118	0.009286682833304043	25.606699298084443	0.015947837458207343
109	1000	741	49	67	9.984105006785236e-09	71.07602552181784	0.016376561997214555	92.17570057085716	0.022331675698824428
109	1000	74	93	67	1.6815171498701808e-08	46.63728119373562	0.008214050491321628	33.24834535098896	0.033987057460772165
109	1000	8418	137	67	1.5596239474121527e-09	45.704709849974776	0.0123460500535222	28.69358744848136	0.021833446558421076
110	1000	1404	228	67	6.2426346960725384e-09	33.7128338984732	0.02507736527458229	79.46649252769177	0.0035816878745997525
110	1000	1454	273	67	1.1590981175705393e-08	15.543919935249438	0.03998207601859078	21.518415326997093	0.01538205388253321
110	1000	1503	480	67	3.109902693314966e-09	9.141691833599749	0.030820181382261006	85.6124933978349	0.003657023453396162
110	1000	1616	704	67	4.4037074356852246e-09	27.95025322060862	0.03192081616463844	71.50912722360124	0.05400858709606743
110	1000	1629	793	67	7.781863548926608e-09	12.829176359000206	0.037547032307435384	41.386190633163736	0.042779968127661216
110	1000	1633	360	67	9.272246332697005e-09	17.313888366560462	0.06771679839907281	60.194788342103536	0.016395926319396136
110	1000	1642	408	67	1.1488224611634092e-08	12.446155063024573	0.06593002092510783	67.58222686810561	0.0444300725262031
110	1000	1691	446	67	1.3840690199021436e-08	1.9545173424107247	0.05407049739328618	79.50880498514856	0.007847199593248748
110	1000	1724	470	67	2.4409841791525365e-09	6.609230041397959	0.06192789893042445	37.64185214185153	0.03159209294344165
110	1000	1751	225	67	1.5191198437782936e-09	1.8979317466477448	0.028229698840412626	101.37638418448832	0.003761491403904594
110	1000	1915	589	67	7.752721077375992e-09	35.90954399300089	0.042008439698154085	54.81096200525512	0.0053179786922298395
110	1000	1970	391	67	5.090347928896492e-09	6.292437541947327	0.04132994471243008	98.49812059440713	0.0654003320807865
110	1000	2091	549	67	3.790402009351474e-09	11.823325704888209	0.05561214628808369	101.44088855649255	0.014882997501211394
110	1000	2102	207	67	9.477601007197943e-09	10.417696551096158	0.021115379948682168	86.16994309920388	0.023610385420747514
110	1000	2110	424	67	2.9660718789348627e-09	1.2097959722427027	0.06530647438437696	61.82232042749775	0.005511445072901103
110	1000	2538	311	67	1.2990981266833134e-08	11.610432409788313	0.03943941776054415	41.19353172579356	0.004593972844495359
110	1000	2621	367	67	3.159306229870858e-09	31.67167720166502	0.046046705944778936	42.45313752092021	0.05039440663786768
110	1000	2762	385	67	3.878703606237372e-09	33.93141870273181	0.054745984806108657	82.4019052245435	0.0562775461576342
110	1000	2787	337	67	2.0565595304809658e-09	25.904132689950284	0.04031191425319471	86.4754769823316	0.046187608635753385
110	1000	2977	357	67	1.2555373981431983e-08	30.742603437655653	0.04671401358909062	29.76681537189641	0.0137414652177783
111	1000	1024	12	67	4.28239119862077e-08	18.591955012581792	0.0037161771945242866	10.41625868724257	0.06118263001551706
111	1000	10664	6	67	1.9624238134855064e-08	0.7431736333264541	0.09483489352394137	29.867461030797823	0.09236323147733894
111	1000	1121	790	67	9.087668515988534e-08	55.979646091634315	0.0032372202664487488	12.046335061445909	0.0961835308909698
111	1000	11234	85	67	1.8683231344226256e-08	42.480175452904696	0.0023634656523674573	13.45533917520707	0.023941306282245167
111	1000	11242	526	67	2.329772790022585e-08	54.48275112357032	9.87342355567411e-07	69.96981936140911	0.015832987549597177
111	1000	1351	530	67	8.382936825860527e-08	45.856616729457905	0.0021142531259489713	86.04597417845177	0.05482539970262088
111	1000	1481	44	67	3.8148137944674266e-08	59.5287974336312	0.003062835888380523	36.985687010827434	0.05910935433695045
111	1000	1584	209	67	5.655843492422924e-08	97.43280305658766	0.003196835885675204	88.79651737725278	0.04679827010364019
111	1000	16171	75	67	2.585215266339107e-08	95.1863551351683	0.0004986120748206793	82.51036797486286	0.02710530015377266
111	1000	2014	493	67	5.22162909256401e-08	91.98088775132842	0.0012665347783778287	47.81649450229526	0.022201401590157432
111	1000	2658	142	67	6.525378238873934e-08	76.20989979073455	0.0007624494114693936	29.740222758420337	0.08919107520016648
111	1000	3692	18	67	4.6888289890651556e-08	20.505662381751907	0.0016350648451051856	43.06070218506798	0.02272885677470546
111	1000	397	105	67	1.8002346139398574e-08	0.04069410670264953	0.07943455019319016	16.633527961471938	0.0612994698524283
111	1000	4620	264	67	6.75311215465878e-08	58.968900069394856	0.0011269529424004015	29.55533663883004	0.05376989039594368
111	1000	6987	443	67	2.7971922130365996e-08	12.158974443882446	0.002381917488275077	8.818226242756543	0.027179505278786157
111	1000	7571	785	67	6.348360004641795e-08	8.174573301613183	0.00013095779965498656	57.34554130039098	0.02952934069884196
111	1000	778	232	67	5.46956638950966e-08	13.754391912338088	0.0013455574558885685	45.352544692304114	0.026821095467361743
111	1000	8684	21	67	5.464203612699498e-08	61.35987746109927	0.0037416079970904897	59.823967194833756	0.09189936483499547
111	1000	9244	85	67	7.785918859558864e-08	35.516218651943845	0.0012664200000000005	38.29137854023914	0.06609288498397234
111	1000	9533	5	67	5.5881757932750725e-08	98.6248994050882	0.0007209023524303613	81.28725238296678	0.08146758288056552
113	1000	1193	33	67	3.401492143602038e-08	54.36452107431303	0.0011781004888617118	83.35441135353102	0.02270363869206889
113	1000	1315	118	67	3.210367506372636e-08	24.54025054031023	0.0013701252044374939	44.69374414291147	0.02479808066517181
113	1000	1358	215	67	1.5284923874300248e-08	1.3218828015469295	0.0017528299311259288	6.7299668564999875	0.04664494229718399
113	1000	1423	112	67	2.9280182737846976e-08	63.95506150601673	0.0016358891114526466	10.01710501497776	0.04537471235230931
113	1000	1435	200	67	6.361996594477191e-08	100.11332300870504	0.003796463544294545	84.4088734420867	0.08633131461749037
113	1000	1618	63	67	6.003534041574495e-10	106.3358876289233	0.004641787380960529	89.03741542468761	0.05691926681959461
113	1000	163	425	67	5.2118311502542365e-08	40.07650825784101	0.0013770171095698837	83.11309941692689	0.0315210850478595
113	1000	1719	46	67	3.5527910041559165e-08	75.82944138129403	0.0010121189827224807	93.60121604698374	0.07024740144453175
113	1000	2092	194	67	2.5452362344207963e-08	66.56380990159454	0.0020147011332246217	28.947558405911817	0.05914935343029305
113	1000	2302	380	67	2.20058033460188e-08	18.272614318073774	0.002302875188980714	95.53760814185884	0.049121339330797625
113	1000	2515	255	67	4.351961788614239e-08	84.27241842084712	0.0026565360103714443	7.715029928183349	0.08817063110207081
113	1000	2558	44	67	3.250802377992235e-08	62.89258902610437	0.001467545119207494	90.39514215995192	0.08299098669276084
113	1000	283	52	67	5.788761905980475e-08	51.4134758829968	0.0015152720595651213	62.72424514542114	0.05131670465189191
113	1000	4131	126	67	3.4311527367676986e-08	102.90485217399151	0.0019632056248739976	32.93176753572581	0.07714453288597056
113	1000	4632	61	67	1.4729151578521648e-08	40.3613886275717	0.002490445756726885	54.4653502721467	0.08183878955763461
113	1000	5364	49	67	4.011082162550924e-08	20.695020002941906	0.0010563589285777868	87.43938783465667	0.057018114347561724
113	1000	7595	315	67	1.814935822971801e-08	65.68235566385697	0.0016325778345402985	96.28890905914669	0.030538727884763105
113	1000	784	531	67	3.2465019369022605e-08	55.61475657448654	0.0021075929842618336	26.15476588541081	0.061902201853578274
113	1000	797	6	67	2.5079733449285937e-08	0.6775931375315842	0.001252283277243959	1.1437403578417007	0.02884116058920147
113	1000	8307	168	67	1.5104283324599842e-08	48.29010552426464	0.002251624336616661	47.71275035519846	0.03547451615327487
11	1000	1292	392	67	3.3773568150057973e-09	47.231935791541176	0.054743045732095034	41.24933895890164	0.003179674716750605
11	1000	1658	358	67	1.8226314015048746e-08	9.02841015416642	0.05151761990278866	57.980367666072816	0.008798014436458211
11	1000	1871	279	67	2.0290135433826994e-08	2.559147092392046	0.059771208502856416	101.85567252471807	0.008873701010889518
11	1000	247	119	67	1.4886631926153174e-08	50.38028668335652	0.01520634134722601	39.16189004899714	0.06971330446058563
11	1000	253	379	67	6.884727696144952e-09	9.464758681472668	0.008532005770364441	56.17432692233054	0.008386920991133348
11	1000	2725	219	67	1.0577888909082648e-08	42.68148388793017	0.03204556606910994	110.67330684793406	0.0029623262937085613
11	1000	309	263	67	7.286465268670085e-09	16.710174142193242	0.04170937009645817	46.977870482429935	0.005614353089568964
11	1000	476	153	67	1.7028880285971292e-09	7.681481149631738	0.034979820392166586	84.57116184810968	0.02115688235411734
11	1000	481	82	67	2.774894130243042e-08	16.98718153524509	0.07396057049648215	104.21636279778276	0.06286903723961054
11	1000	519	820	67	1.6766300675759423e-08	55.080041428760424	0.0240105228818416	34.148042991890264	0.0031557996845277586
11	1000	643	213	67	1.98397576600168e-08	46.38499947550044	0.036331740727056465	75.37078278824613	0.01859310953087218
11	1000	677	262	67	1.6012627453562148e-08	43.40909737311203	0.02058930425626207	38.208949423229186	0.014385569995545569
11	1000	694	1459	67	3.3113318174008336e-08	20.82141099860097	0.03745540919287245	94.27673924264714	0.003067002584877057
11	1000	723	420	67	6.756282255616869e-10	13.562941327564127	0.040645937147885065	46.63234735448111	0.01339136600043622
11	1000	756	294	67	1.1703346783353288e-08	32.96666916705314	0.024544901077407918	41.147032390903625	0.015411561921633172
11	1000	771	224	67	1.8406766345167367e-08	5.282499369039967	0.04377122691085916	39.49179408337636	0.03405491337260523
11	1000	794	122	67	1.396941402549913e-09	51.492197368954045	0.02200720980670887	70.72054696135905	0.008213879698137284
11	1000	854	547	67	1.2792707183196183e-08	30.824203668682625	0.0500149351935212	100.90329715028658	0.02012899994457705
11	1000	925	239	67	3.3019470516184257e-09	17.117858391826427	0.05329248230113117	29.4043365823245	0.06779217369200917
11	1000	928	175	67	1.673032193656463e-08	42.43841535729838	0.029731900901235026	40.49579128444976	0.00346224613416048
